y,x1,x2
-0.069654813,-0.247837705,-0.209581592
1.146228357,-2.400223134,-1.626525199
0.374724407,-0.424329582,-0.160412178
-0.389237182,-0.285302866,-0.371203713
1.719627299,0.274353125,0.962950081
-1.189113295,-0.334004728,-0.872119586
-0.258932583,0.393730604,0.189080902
2.649166881,0.162634105,1.360468136
-2.28912398,0.735276032,-0.409576556
0.919803678,0.40042842,0.731761117
1.32425863,-0.697918831,-0.091439875
-1.001072181,-0.670679199,-0.976316017
0.43370215,1.006240332,1.067374331
0.376370292,0.245105087,0.294160638
1.778429287,0.138893314,0.94043672
0.955136677,-0.048177702,0.350170878
0.893673702,-1.045060692,-0.430741969
-0.383632106,1.653181053,1.414074777
0.082965734,0.567426557,0.482100274
0.323006503,1.044416713,1.084288742
-0.454136909,-0.656915145,-0.788736457
1.069161461,-0.481300514,0.021644161
-1.294140004,0.491075941,-0.036238609
1.497041009,0.818442787,1.26582596
0.482029504,0.457339252,0.59721851
0.170489471,-0.86360703,-0.660293412
-0.327101015,-1.569895034,-1.57499722
1.364434929,-0.330869233,0.337424852
0.94658564,0.006765155,0.392965454
-0.529695509,0.738262676,0.368635853
0.246210844,-0.288882935,-0.294084915
-1.408850456,0.91249434,0.199770658
0.803283216,1.889476773,2.136629022
0.677268492,0.38165467,0.623496925
1.577891795,0.600176976,1.147858646
-0.155642535,-1.91929293,-1.80425978
-2.59232767,1.307517242,0.016081644
-0.429978839,-0.17039275,-0.300767324
0.678340177,0.569646048,0.76930629
-1.363291256,-0.392129258,-0.923880932
-0.823081122,-0.070898422,-0.491750661
-0.008309014,0.128834226,0.103129952
-0.163910957,1.763136714,1.561184238
1.111431081,-0.92042549,-0.337014479
1.154825187,-0.053634185,0.318150484
0.344845762,-1.904087378,-1.612742184
1.324004321,0.618944936,1.195892718
0.306604862,-0.109391906,-0.023360279
1.592913754,0.048992742,0.687482866
0.8652231,1.076600658,1.459047338
-0.602997304,-0.392374093,-0.638913514
-0.375657423,-0.367568944,-0.510950043
1.44182041,-0.693931561,-0.025124395
0.652536452,1.126400273,1.246123951
-0.508086216,0.522348739,0.313291004
-0.251164588,-1.43061689,-1.287950781
1.435069572,-0.706781252,-0.01950396
-1.759468735,0.56532252,-0.151540897
-1.637280647,-0.783659279,-1.451211382
-0.681131394,-2.03498207,-2.091888409
-1.53179814,-0.028827057,-0.650559105
-0.198195421,0.891510116,0.714028508
-0.647660451,0.644738244,0.272777851
1.772611185,-0.013828126,0.806091683
0.205162903,-3.007526291,-2.699243212
-0.42410226,0.235742668,-0.116908253
0.961696633,-0.602019603,-0.172534814
-1.555611593,-1.457778224,-1.978429202
0.509369407,-2.09660298,-1.726718734
0.535771722,-0.45169624,-0.039973275
1.245746673,0.59861054,1.07626679
0.279360782,-0.705205517,-0.474101792
1.48021396,1.087127059,1.565706614
-1.618876849,-0.113702549,-0.773897995
1.35099398,-1.315227879,-0.575940645
0.233499835,1.19453528,1.172655935
-0.357298855,-1.147703799,-1.2179286
-0.362123773,2.349641671,2.107364371
-0.166703279,-1.044080936,-1.132966963
0.514671633,-1.089283497,-0.614682881
-0.885617573,0.108892039,-0.047744209
-1.108909998,0.304793388,-0.273767528
0.347653649,-0.872392672,-0.629096514
-0.296868642,-1.183980714,-1.191569295
0.991601036,1.596441475,1.777651994
-0.249610933,1.158796876,0.864378346
-2.528500689,-0.942220886,-1.998858395
0.047488592,-0.40361681,-0.327840609
-0.422372408,0.373061295,0.13012377
1.190101447,-0.734349967,-0.127958143
-0.884849568,0.205793705,-0.200141059
-1.684520646,-0.148437408,-0.787506563
0.681399923,0.144950683,0.350419764
1.169228653,0.082124533,0.550659598
1.642028213,-0.765484846,0.040015414
1.281737421,0.605425257,1.078545727
-0.418418103,0.354088375,0.169449531
0.0186074,1.318491371,1.188898557
-0.700296078,0.535573712,0.042041794
0.391973744,0.497939334,0.602804989
-1.117143165,-0.397786227,-0.743602051
-0.74351448,-2.333563617,-2.367820594
-0.501310657,-0.512138246,-0.75230944
-0.022558628,0.701180712,0.583905137
-0.606727941,1.095119968,0.706803867
-0.159901713,-0.626176049,-0.575839679
-0.994193629,0.846762248,0.381739716
-0.467600936,0.84724866,0.620842872
0.575620289,2.026274768,1.947656817
-1.164920931,-1.379427214,-1.732371078
1.584629079,1.681845282,2.226188562
0.878673263,-0.142677738,0.280382036
0.376235477,-0.760097308,-0.538867826
-0.134841264,1.393504357,1.129679278
-2.114335148,0.762989979,-0.278100796
-0.436106923,0.903611937,0.576326382
-0.34106698,1.501567172,1.235038057
0.542191355,-0.13531745,0.041874466
-1.496627154,-0.227126513,-0.726018382
0.221703816,0.164926655,0.264642529
-0.385207999,-1.399712675,-1.257977946
-0.423686089,-0.299659794,-0.563693588
-0.248008225,-0.247923166,-0.345799422
-1.7869381,1.780189894,0.937823563
0.689600222,-1.099013204,-0.645485159
-0.246470317,-0.320401342,-0.309687422
-1.22788259,-0.514287342,-1.037917052
0.019752007,-1.572809619,-1.448705688
0.715932089,0.467003283,0.668344574
0.55921773,-2.431234099,-1.964664383
0.713033195,-0.657252744,-0.28502357
-1.593286302,0.843806932,-0.04474059
-0.323650632,-0.256056441,-0.3661058
-0.823491629,1.827666038,1.19804875
0.254137143,-2.939129166,-2.531555136
0.509665571,-1.083442447,-0.709798247
0.33097635,0.977151863,0.968696964
-0.970579905,-1.773952262,-2.033480015
-1.338800742,0.684806876,0.041715351
2.189752359,-1.152229601,-0.01642621
-0.527368362,-1.45794188,-1.502411781
-1.433377705,-1.058765165,-1.616113239
0.210907264,-0.998390337,-0.739192932
-1.198974383,0.213638922,-0.316884897
-1.065750091,-0.431286446,-0.888642009
0.959394327,1.558446259,1.750228374
0.930572409,-0.073119264,0.213874859
-0.755903643,0.45925796,0.095324991
-2.442311321,0.574211094,-0.497946328
-0.304508837,-0.708327294,-0.645537184
-0.089998681,-0.014242205,-0.121500734
-1.344130123,-1.526511337,-1.978603519
1.360924464,1.757191676,2.264434022
1.29675557,-0.23435362,0.273295764
-0.32781268,-2.413262269,-2.32992046
1.659878705,0.135102388,0.906364293
0.489340957,-0.777684509,-0.379216756
-0.078387285,-0.975746712,-0.906382986
-1.518599529,0.859979835,0.148247119
-0.35478133,-0.489314315,-0.5347696
-1.062408386,-0.986473818,-1.31899707
-0.451313481,0.923953622,0.62312838
1.194851017,0.498530284,0.824479525
-1.33537136,1.279432769,0.616108181
-0.967062668,-1.348207136,-1.565037059
-0.81177646,1.799690407,1.376970271
-1.45469137,-0.849288398,-1.469216467
0.667288068,-1.289097434,-0.996864671
2.021346994,1.011023711,1.832345659
-0.663988284,-0.012941167,-0.259856445
-1.281238742,-0.127464035,-0.656937367
1.692773794,0.646362645,1.391633425
0.140546974,-1.112147839,-0.959928778
-1.664764639,0.924686947,0.200171862
-0.062720778,-0.981056073,-0.841203332
0.139327027,-0.385922573,-0.216824912
-0.759845657,1.147055899,0.650371891
0.39141334,0.89235299,0.888008429
0.398123478,-0.110591146,0.114545029
-0.788597935,-0.088957557,-0.334582908
0.168490164,0.823609601,0.799226799
-1.029391655,-0.013499136,-0.532824211
-2.596111388,1.16262866,-0.143823855
-1.826083013,0.99071349,0.101037265
-0.599628395,-0.179446502,-0.446702922
0.996658776,0.730150081,0.979282638
0.353398496,0.727694891,0.848149993
-2.424317309,-0.241417483,-1.140860802
0.796794539,-1.707278853,-1.29368265
0.491109552,-0.172827168,0.116518333
0.293826662,0.081733677,0.211762234
0.166255035,-1.269179461,-0.92279375
-1.412005407,-0.020491453,-0.662030356
1.800112333,1.015937296,1.655386851
0.205420795,1.16597186,1.275605453
0.302265076,-1.041747682,-0.866843298
2.00571858,-2.065550717,-0.800229737
-0.261350594,-0.455045216,-0.512029435
0.933388728,0.305160801,0.555745666
0.353536709,0.451306948,0.599272782
-1.031420728,-2.373594024,-2.598795491
-0.944298751,-0.768248352,-1.157526368
-0.39800445,-0.312211101,-0.402984371
0.986428344,-0.792063109,-0.305047322
0.361444766,1.399690346,1.410535929
-1.698873492,0.227604637,-0.536513777
1.772492853,0.347852324,1.03934953
-0.439522294,-0.506394016,-0.633351669
0.176417798,0.916286389,0.919574207
-0.366687297,-0.941525074,-0.965069328
-0.062488482,0.182681075,0.205796338
1.752035619,-0.94943339,0.005544088
-0.866733529,0.264184526,-0.12305095
-0.27690851,1.393556413,1.09187534
0.660531281,-0.011604331,0.216922125
1.214689143,-2.085297117,-1.38223755
-1.541402567,0.190466956,-0.478046433
-1.118735169,0.648154084,0.035174217
0.659201499,0.23947666,0.544362809
-0.938483039,0.093007504,-0.350468297
-1.468882156,0.149013823,-0.390161554
-0.648070934,-0.201437029,-0.418063263
0.03614551,1.943620602,1.808206622
2.321333933,0.354711591,1.250777077
0.421335268,-0.923500029,-0.710612902
-0.18947433,0.933440096,0.778454181
0.814020276,0.917373193,1.165316801
-2.402231114,0.789898787,-0.192679522
0.058383499,-1.354764257,-1.215188305
-0.934517579,-0.043975384,-0.401068452
0.866436147,0.23734038,0.529419713
0.813252167,1.350347472,1.704768708
-0.493652434,0.472856987,0.28598141
-0.116395472,0.524565927,0.434500893
-0.134449535,0.168172452,0.153045913
0.408778914,-0.46541481,-0.380971538
-0.795063185,-0.021942713,-0.519369114
2.210952032,-1.483230197,-0.450355511
1.457738225,-2.18622476,-1.289335224
-0.344008769,0.455015295,0.314954085
-0.958463923,-0.7082388,-1.236716509
-0.961052324,0.377784435,-0.044115651
2.027056004,0.069694467,0.966847756
0.074778333,-0.486647769,-0.358514254
0.464234581,0.13058064,0.267147148
-0.040150452,0.78131416,0.726892555
-0.482652526,-0.670318008,-0.778987446
1.048909929,0.12368006,0.544654424
-0.88067073,-0.421487258,-0.851288387
-0.697318199,1.133218246,0.786425572
-0.870777634,0.208553982,-0.18430272
-1.662648853,0.806680824,-0.1119123
-1.246753429,0.995034442,0.322222289
-0.216375791,-1.622473164,-1.641785044
0.350909731,-0.173669109,-0.041302023
-1.334027261,-1.10063014,-1.438697244
-0.326489593,0.773186569,0.60267941
0.76324608,0.296715953,0.518427738
-1.009503753,0.748865087,0.155734843
0.527540097,-0.532219056,-0.275259518
-0.78956945,-0.232114341,-0.495057643
0.453733178,-0.231329088,0.042126026
1.656003734,-0.0022289,0.742393259
0.278218649,-0.977204338,-0.815680978
1.919770463,0.88607446,1.671520427
0.147573404,0.485755982,0.509728303
0.041998754,0.223526611,0.156214099
2.401222102,0.807962339,1.747492419
1.212889371,-0.624223902,0.069154058
-0.394373553,-2.322469536,-2.172767688
1.132229133,-0.771483327,-0.292060758
-1.834527581,-0.273599016,-1.152133711
-0.814468019,0.161535441,-0.153375841
-0.819963127,-0.125652282,-0.451182229
1.718926338,-0.954243216,-0.214998862
-1.845609422,0.551121425,-0.305465329
0.772086304,-0.138908731,0.233022788
0.224218574,0.024102458,0.079767146
1.262009381,-0.402617751,0.22460845
0.164639155,1.781930505,1.716766669
-0.337691156,-0.009993152,-0.16260335
-2.090846097,1.692161475,0.683972896
-0.766616636,0.380089824,0.025565013
-1.132759411,1.487070859,0.831843904
0.183583708,0.405328703,0.381763
-1.08542933,-0.051255976,-0.479001092
0.073830532,0.706127942,0.687318078
0.545387806,-1.401538052,-0.981977249
-0.789800446,-0.467701935,-0.767928771
-1.647851087,-0.103656269,-0.832129578
-0.718511452,-0.556392142,-0.732912066
-1.258921351,-0.218531112,-0.893726194
-0.67416932,-0.502981042,-0.64730959
-0.962018065,-0.874581856,-1.2883326
0.179805167,1.154537894,1.04075459
-0.425724401,1.365240028,1.000582239
0.685512208,0.391216106,0.56649033
1.216888011,0.798213753,1.212540978
-0.903993455,-0.392677182,-0.692696777
-0.56424928,-1.875610085,-1.938204883
0.77190401,-1.157184548,-0.721425077
-1.222193326,0.113750365,-0.433814585
-0.033684776,-0.622408685,-0.618012698
0.871445414,0.107316304,0.46116383
-3.213188532,-1.283647688,-2.493843355
-0.406815143,-1.209331046,-1.289843422
-0.375580746,-0.50237978,-0.582824952
1.520880938,0.991890942,1.625689613
-0.329867327,0.843517407,0.554647757
-0.139221405,2.185083023,1.902858011
-0.305308926,-0.584974907,-0.609634988
2.106189362,0.417421222,1.268469187
2.073783646,-0.77364333,0.270617822
-0.421345128,-1.02279754,-1.02543763
-1.799760675,-0.312748377,-1.057341304
-0.442317719,-1.639108408,-1.703986312
-1.557035744,1.919265054,0.937050084
-2.106118436,0.692381051,-0.230869744
-0.195988199,-0.207309812,-0.225882563
1.398718955,-1.587053382,-0.741187623
0.196011734,-0.338852356,-0.141243102
0.939773685,1.280297927,1.538375406
0.77617245,0.29766514,0.570560845
1.757233024,0.166119396,0.904762374
0.528971601,0.391055732,0.536016655
-0.053178475,2.606303397,2.31486022
-0.296271891,0.733587362,0.556300222
-0.538301076,-1.08406518,-1.154038655
0.118845015,0.482542828,0.466885743
-1.652110271,0.064964107,-0.506484861
-1.461771686,-0.988457644,-1.602667697
-0.365131612,1.380537102,1.073503264
-0.255571634,-1.289262006,-1.264998451
1.035326421,2.262797045,2.562453125
-0.870023346,-0.505303521,-0.79208913
-0.010041416,0.275304336,0.161511918
-0.426529867,-0.927467677,-1.075452096
-0.718900602,-0.416586525,-0.685206639
0.633448919,-0.50759556,-0.235901695
1.616167577,0.99790372,1.638099892
1.699970673,-0.973488963,-0.013400857
1.226449324,0.310088176,0.847137536
0.061341442,-0.110672091,-0.170952387
0.742589846,2.144173178,2.377603444
0.169794327,-0.107452966,-0.011931059
1.145928178,1.480159026,1.850479866
1.114278735,-0.024290063,0.490313573
1.185640014,3.642526353,3.78227822
-0.668147317,0.444136196,0.085386348
0.635283145,0.342835541,0.66427608
-0.959776484,-1.207970885,-1.402669302
0.2252858,-0.92184456,-0.797936424
-0.552358286,0.58907866,0.258103542
1.341846164,0.247198482,0.813818936
-0.015519729,-0.297615198,-0.28459812
1.15647858,-1.335868629,-0.633589172
-0.350684197,0.733844238,0.504445591
-1.345812904,0.343539653,-0.31213114
1.124392355,-0.824919463,-0.366928971
-0.854010003,-0.57415596,-0.936152952
-0.237584094,-0.595918596,-0.663697611
0.327991438,-1.162822997,-0.85615546
-0.002555836,-0.038234041,-0.162039195
-0.301229079,-0.556397441,-0.577464063
1.390820511,1.234719419,1.641092053
-0.796053893,-0.091509732,-0.491888987
-1.604312194,0.787337413,0.019005466
0.614396,-1.201528003,-0.835671686
-1.171248634,-0.832340297,-1.239600689
-0.814992918,-0.995479892,-1.327807567
-1.434221772,-0.866430791,-1.29214308
-0.655632596,-1.114804228,-1.37240136
-0.150643687,-0.39438229,-0.403826575
-0.282706438,0.866958135,0.701826549
1.056069601,0.246141473,0.746548842
-0.076552714,0.932730757,0.795384354
-0.681509515,-1.221801052,-1.43643601
-0.748679598,0.574204027,0.189490641
-0.630337174,-0.899909101,-0.986950303
-0.236749293,-1.249391392,-1.251824068
0.093299436,0.833271734,0.783890485
0.111853039,-1.039153062,-0.83609781
0.099903376,0.737207209,0.801841796
0.178920972,-0.282098406,-0.223955741
-0.57640424,-0.916293992,-1.049420201
-1.467684363,-1.749025735,-2.247194091
1.084279006,0.125541955,0.550353631
0.669588184,-0.349803785,-0.032359237
0.072986942,1.088953677,1.09053134
1.282511294,0.982259337,1.457113116
1.879635718,2.047591736,2.734524197
-0.219668644,-1.040593353,-1.018073173
-0.555236252,0.27360194,-0.028109159
0.921259893,2.1917523,2.427543957
0.741818476,0.039210994,0.491158329
-0.079585204,1.376091765,1.300275199
0.160376978,-3.252808964,-2.874615032
0.457089826,-1.302956958,-1.053858366
0.906379732,-2.793686808,-2.104801982
-0.269035939,-0.659215587,-0.704696893
0.054476839,0.247144744,0.253350136
-0.5352567,0.257143642,0.086208724
0.667170446,1.4987127,1.617956589
0.583075843,0.504814643,0.659289648
-0.816877585,1.868235642,1.274827679
0.950712694,-0.263794738,0.105171008
-1.534217543,-1.210141634,-1.871350426
-0.88404003,0.971192843,0.454941749
1.736767382,-0.16833286,0.540438202
-0.28459366,-0.589727745,-0.680498061
0.059996573,0.082382683,0.147091152
0.539662991,0.777994377,0.940470451
-0.8068653,0.447331518,0.079228625
-0.403614049,-0.3890961,-0.455913082
1.340480043,0.117756389,0.660337257
1.652357843,-1.239562828,-0.457130197
0.850043472,-0.923184995,-0.407045621
-0.941009738,0.536597886,0.064561745
0.891767595,1.33143347,1.57526755
0.615064611,-1.79822911,-1.366817414
-1.210141877,0.201451259,-0.342425173
-0.23520084,-0.188906068,-0.21221364
-0.154014786,1.853853673,1.481220093
0.359299702,2.115426588,1.985742848
-0.796255986,-0.399558848,-0.697255748
-0.238694074,-0.462557655,-0.399048299
0.122054815,1.092352301,0.849671718
1.128489051,1.314817252,1.638995449
-0.224858997,1.667197952,1.403800847
1.038174846,0.590236534,0.968956726
-0.292085415,-1.42062474,-1.535801537
-0.022500105,0.26971386,0.201415718
0.63080739,0.476140744,0.679158002
0.04960156,1.295383147,1.205165038
0.801572504,0.488061309,0.892054197
0.102432861,-0.9895779,-0.873739156
0.237661492,-0.268802269,-0.14948278
0.664868973,-0.773886319,-0.527684025
2.01933254,0.440257486,1.33300271
-0.312114841,0.092837038,-0.185196696
0.357993071,0.468758332,0.519522792
-0.529349916,1.342249143,1.00688549
-0.253105088,0.368469799,0.138134946
1.171935426,-1.905800542,-1.269111234
0.676687514,1.154009862,1.22165244
0.601308857,0.343152519,0.565882222
-0.62616502,-0.857533947,-1.031659989
1.206372694,-1.4855573,-0.879416579
1.637874117,-1.203235723,-0.537294646
0.017463266,0.34423661,0.317704692
-0.873450133,0.340615588,-0.082110597
0.921433255,0.303247045,0.71355953
0.325471906,0.408863427,0.555242223
-2.28715352,0.51211876,-0.611208018
0.363159859,1.315656356,1.311371946
-0.808164468,-0.088288641,-0.329804288
0.101057448,0.14901439,0.143597544
-0.527675587,-0.141190311,-0.453567764
1.234104166,-0.33236854,0.109861942
-0.017458403,-0.241009789,-0.335531007
2.049691511,-1.112089891,-0.198429449
0.451302311,1.034352452,1.11231359
0.227310387,-1.10162803,-0.832510216
0.312830446,0.101787474,0.273078607
0.998960895,-0.730015618,-0.19478271
-0.989450308,2.227078455,1.602614506
-0.035815444,-0.490530712,-0.470027508
-1.101209361,0.06071725,-0.384720635
-0.513358846,-0.81383298,-1.054383435
0.568905707,0.335204528,0.533802949
-0.55109793,0.256982577,-0.092521833
-1.472754149,-1.448887042,-1.96061579
0.790709965,0.716632388,0.950392469
1.418014303,-1.142208165,-0.444785579
-0.733052274,0.157398952,-0.283968529
1.184830867,1.209989906,1.65988684
-0.081991744,1.15605483,1.033821176
0.958848663,0.180188937,0.59418782
-2.113340685,-0.543329581,-1.337921858
0.101269641,-1.218450389,-1.110885837
-0.555797485,2.120479787,1.65453203
-0.644735408,-2.094189071,-2.278742849
1.222250276,-0.848162156,-0.13365297
-0.329102802,-2.327225014,-2.097330548
-1.082479976,-0.509065585,-0.91901767
-0.120165258,-1.518963297,-1.510915875
1.395604928,-0.704930718,0.020626003
1.707755837,-0.774894732,-0.002855126
-1.992902511,1.89488834,0.795327143
-0.37795578,-1.364895429,-1.34376017
1.610975996,0.231414176,0.878785477
-1.6695804,1.486522488,0.657937672
-0.040977477,1.204238645,1.145294011
-0.462217021,-1.22692546,-1.24239556
0.693211228,-0.499658571,0.046364904
-2.549106895,-0.014510827,-1.043093856
1.482346468,0.979547826,1.529717189
0.788908757,0.559551749,0.841870472
-0.877074959,1.214046983,0.690487224
-0.294393117,0.252401036,0.100418064
-1.975783962,-0.431264851,-1.202774037
1.230814109,-1.267726801,-0.648239816
-2.443166237,0.990437565,-0.164644884
0.791024764,-0.561212215,-0.149474708
0.977082664,-0.231717664,0.266460138
0.653970891,-1.588930129,-1.12635052
-2.48598219,-0.284653193,-1.363742597
0.876042073,0.295672882,0.606925133
-0.157203603,0.183791476,0.034317587
-0.679843405,-1.24438934,-1.507368277
-0.524540013,-0.019838678,-0.341830674
0.467851674,-0.666657148,-0.377758049
0.142551004,-0.373677174,-0.395167968
-1.597681314,-2.544644125,-2.892221616
-0.360666003,1.935489595,1.493210543
1.481905708,1.079821037,1.563336947
0.714085544,0.583168026,0.823364664
1.506981777,-0.275764315,0.529005349
-1.195740196,1.30932444,0.627759692
0.354249509,-0.07078864,0.081088262
-0.088077384,0.91756587,0.788552919
1.358930582,0.116891817,0.702746575
-0.053480405,-0.424890408,-0.39202944
0.992922918,0.816337652,1.224368517
1.732744271,0.361372779,1.082744276
1.552788656,-0.060187446,0.553813583
-0.892895524,-0.656744815,-1.064954528
1.418184353,-0.590338349,0.15145431
2.384081563,-0.39732503,0.695495323
-0.575293014,2.917781452,2.3067615
1.178491329,0.872546284,1.350992223
1.024681228,0.615534844,1.033511026
-0.89289171,0.449801964,-0.004644296
2.840185145,0.739491627,1.943386388
-2.219652117,-1.333008764,-2.217275807
-0.587075872,-0.56947873,-0.725323619
-0.237307108,-0.29917036,-0.297408409
-2.108941204,-0.078554128,-0.927681561
1.074707461,-0.203165218,0.25457344
-0.182223784,-0.431532885,-0.492915305
-1.353819676,-0.199978884,-0.749823655
-0.557206294,-1.114714812,-1.3438095
-0.387823881,1.721657074,1.34508858
-0.636660846,2.77978679,2.101642784
0.142527896,0.664853042,0.629316326
1.183689583,0.808393998,1.241014548
-1.167346415,0.320430779,-0.236084681
-0.885950264,0.149062823,-0.21262108
-0.079166826,0.848567066,0.572348712
0.738477114,-0.569146308,-0.174778238
1.147619856,0.142427316,0.629133367
-2.630159317,-1.223792427,-2.189122121
-1.415932924,-0.115922143,-0.696757942
-0.354012805,-0.852124861,-1.009530924
0.264251846,-1.906691354,-1.656977278
-0.111571293,-0.965510337,-0.926032119
0.860184055,0.020249179,0.398203902
1.598886071,-0.107303286,0.611792525
-1.983909896,0.025780347,-0.880830871
-1.224013218,0.999303487,0.368161345
0.945321339,-0.906125074,-0.555435343
0.162938048,0.943613328,1.076583996
0.887190933,1.06265143,1.299887468
0.352854881,-0.474444506,-0.247776154
-1.183559154,-0.386707282,-0.949399218
0.045773224,0.452569133,0.43007874
-0.638693853,-0.240277307,-0.593887904
-0.222574571,-1.776119339,-1.693315534
1.751046874,0.708581922,1.485073248
1.352887912,-0.326574585,0.313345042
-1.827662733,0.889205794,-0.034835877
0.94050952,-1.86880047,-1.202068623
-0.502991095,1.424636435,1.061929283
-0.638073726,0.496674259,0.16719644
-0.626216778,-0.896183507,-0.926041303
-0.949647251,0.556775635,0.077135736
-1.017854802,-1.392731282,-1.78377391
-1.406044634,-1.499745918,-1.912405833
-0.236761631,1.998544278,1.733248675
1.648197547,0.506837566,1.219839388
0.467247396,-0.400885689,-0.101094878
-0.008055641,1.033760868,0.875908881
1.004233021,-0.309461799,0.100478033
-1.922254896,1.614890045,0.653480776
-0.055849932,0.696275809,0.604964845
-1.310283497,-2.126335132,-2.4897651
-0.31278658,-1.059014369,-1.060900799
-0.315451534,0.824757925,0.685264234
-0.625104978,-0.876706782,-1.048956672
1.425189633,-1.731181031,-0.992428523
-0.715752615,0.373030405,0.174299059
-0.463912962,-0.427658852,-0.690553435
-1.041497356,0.766128816,0.192432045
-0.486471496,-0.35425452,-0.532332662
1.61961511,1.25025655,1.947922146
-1.854419513,-0.467348985,-1.156013092
-0.303837521,0.317320112,0.113642215
-1.868904344,-1.211665068,-1.778105697
-0.261585559,1.787322165,1.547248191
0.702580938,1.625283618,1.665242098
-0.609991215,-0.314805133,-0.60366858
-0.256480608,-2.08348933,-2.071327406
0.61078101,0.243046996,0.563254252
-0.334528578,-0.385375015,-0.51699168
-0.958355233,0.246719642,-0.265416654
0.495593283,-0.176464768,0.103588989
1.247946376,-0.413095591,0.14096069
-0.046525225,-0.658705796,-0.512466796
-0.063672049,0.868665739,0.77671066
1.415688169,-0.205486883,0.260225362
0.609180471,-1.032113996,-0.633587181
-0.973892337,-0.096906343,-0.542105749
-0.245759576,-0.655397962,-0.756305479
0.196407461,-1.216031492,-1.025771514
-0.300346065,-0.63936937,-0.595983215
-1.869400596,0.026510893,-0.858640007
-1.341050948,-0.049059711,-0.487221265
1.422095796,0.186801688,0.741432404
2.042559316,-0.229384064,0.620522148
-1.357470306,-0.587419839,-1.010464276
1.085743356,0.560240945,0.870635181
-0.27153803,1.091116297,0.843840782
-0.682023897,0.050375464,-0.29335104
-0.354708314,2.394139087,2.032730746
1.248785895,0.052591963,0.558240465
0.657889402,-1.483818047,-0.958100465
-0.221761166,-3.022848172,-2.866486987
-0.413891555,1.98817732,1.603165007
-1.483828947,-0.290579727,-0.957954374
-1.574017112,-0.672247886,-1.39928749
2.683922918,0.284955673,1.454010867
